datetime,city,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,AQHI
2025-10-21T12:00:00Z,Victoria,7.2,89,0,6.5,1
2025-10-21T13:00:00Z,Victoria,7.2,91,0,3.6,1
2025-10-21T14:00:00Z,Victoria,7,92,0,4.1,1
2025-10-21T15:00:00Z,Victoria,7.7,94,0,6.4,1
2025-10-21T16:00:00Z,Victoria,8.6,96,0,0.8,1
2025-10-21T17:00:00Z,Victoria,10,98,0,0.4,1.09
2025-10-21T18:00:00Z,Victoria,10.3,95,0,4,1.24
2025-10-21T19:00:00Z,Victoria,11.5,90,0,4,1.25
2025-10-21T20:00:00Z,Victoria,12.1,87,0,7,1.25
2025-10-21T21:00:00Z,Victoria,13.2,82,0,9.2,1.25
2025-10-21T22:00:00Z,Victoria,13.3,82,0,7.9,1.34
2025-10-21T23:00:00Z,Victoria,13.5,78,0,9,1.5
2025-10-22T00:00:00Z,Victoria,12.3,82,0,11.4,1.62
2025-10-22T01:00:00Z,Victoria,10.6,82,0,10,1.63
2025-10-22T02:00:00Z,Victoria,9.4,90,0,7.4,1.58
2025-10-22T03:00:00Z,Victoria,8.4,90,0,9.2,1.45
2025-10-22T04:00:00Z,Victoria,7.8,88,0,5.4,1.38
2025-10-22T05:00:00Z,Victoria,7.2,90,0,7.9,1.31
2025-10-22T06:00:00Z,Victoria,7,92,0,7.9,1.23
2025-10-22T07:00:00Z,Victoria,6.9,93,0,8.4,1.18
2025-10-22T08:00:00Z,Victoria,6.7,94,0,8.7,1.02
2025-10-22T09:00:00Z,Victoria,6.7,92,0,8.8,1
2025-10-22T10:00:00Z,Victoria,6.4,90,0,9.8,1
2025-10-22T11:00:00Z,Victoria,6.6,93,0,8.9,1
2025-10-22T12:00:00Z,Victoria,6.3,93,0,8.7,1
2025-10-22T13:00:00Z,Victoria,6.3,94,0,9.4,1
2025-10-22T14:00:00Z,Victoria,6.4,95,0,9.3,1.03
2025-10-22T15:00:00Z,Victoria,6.7,95,0,7.6,1.04
2025-10-22T16:00:00Z,Victoria,7.6,97,0,3,1.08
2025-10-22T17:00:00Z,Victoria,9,99,0,4.8,1.03
2025-10-22T18:00:00Z,Victoria,9.5,95,0,4.7,1.07
2025-10-22T19:00:00Z,Victoria,10.1,91,0,7.7,1.11
2025-10-22T20:00:00Z,Victoria,9.7,100,0,2.2,1.23
2025-10-22T21:00:00Z,Victoria,9.8,94,1.1,8.3,1.41
2025-10-22T22:00:00Z,Victoria,12.4,85,0,10.8,1.72
2025-10-22T23:00:00Z,Victoria,11.3,89,0,14.1,2.05
2025-10-23T00:00:00Z,Victoria,11.4,84,0,10.5,2.09
2025-10-23T01:00:00Z,Victoria,10,88,0,5.2,1.94
2025-10-23T02:00:00Z,Victoria,9.9,85,0,6.6,1.71
2025-10-23T03:00:00Z,Victoria,10.1,78,0,4.4,1.65
2025-10-23T04:00:00Z,Victoria,10.6,83,0,5.8,1.58
2025-10-23T05:00:00Z,Victoria,9.9,78,0,5.7,1.55
2025-10-23T06:00:00Z,Victoria,9.2,76,0,4.6,1.55
2025-10-23T07:00:00Z,Victoria,8.8,88,0,10.7,1.31
2025-10-23T08:00:00Z,Victoria,9.1,88,0,8.4,1.14
2025-10-23T09:00:00Z,Victoria,9.4,87,0,5.4,1.05
2025-10-23T10:00:00Z,Victoria,8.6,92,0,5.8,1
2025-10-23T11:00:00Z,Victoria,8.7,88,0,3.4,1
2025-10-23T12:00:00Z,Victoria,8.4,83,0,6,1
2025-10-23T13:00:00Z,Victoria,9.1,88,0,7.6,1
2025-10-23T14:00:00Z,Victoria,9.5,86,0.1,7.8,1
2025-10-23T15:00:00Z,Victoria,9.8,83,0,6.4,1
2025-10-23T16:00:00Z,Victoria,10.3,90,0,5.6,1.11
2025-10-23T17:00:00Z,Victoria,11.4,92,0,5.8,1.2
2025-10-23T18:00:00Z,Victoria,12.4,90,0,8,1.36
2025-10-23T19:00:00Z,Victoria,12.9,94,0,5,1.47
2025-10-23T20:00:00Z,Victoria,14.6,83,0,4.1,1.57
2025-10-23T21:00:00Z,Victoria,14.2,91,0,5.3,1.59
2025-10-23T22:00:00Z,Victoria,14.5,87,0,1.3,1.62
2025-10-23T23:00:00Z,Victoria,14.8,81,0,4,1.69
2025-10-24T00:00:00Z,Victoria,13.3,88,0,4.6,1.73
2025-10-24T01:00:00Z,Victoria,11.9,89,0,2.5,1.79
2025-10-24T02:00:00Z,Victoria,11.7,83,0,5.8,1.79
2025-10-24T03:00:00Z,Victoria,11.1,81,0,4.6,1.82
2025-10-24T04:00:00Z,Victoria,10.4,85,0,4.2,2
2025-10-24T05:00:00Z,Victoria,10.4,86,0,10.5,2
2025-10-24T06:00:00Z,Victoria,10.1,83,0,8.9,1.55
2025-10-24T08:00:00Z,Victoria,10.2,79,0,7.3,1.14
2025-10-24T09:00:00Z,Victoria,9.6,76,0,8,1
2025-10-24T10:00:00Z,Victoria,9.7,84,0,8.4,1
2025-10-24T11:00:00Z,Victoria,10.5,77,0,1.6,1
2025-10-24T12:00:00Z,Victoria,10.6,80,0,11.4,1
2025-10-24T13:00:00Z,Victoria,12.3,72,0,20.2,1.13
2025-10-24T14:00:00Z,Victoria,12.2,78,0,5.1,1.29
2025-10-24T15:00:00Z,Victoria,11.2,85,0.2,11.8,1.39
2025-10-24T16:00:00Z,Victoria,11.5,89,0.5,13.8,1.51
2025-10-24T17:00:00Z,Victoria,11.9,93,0.8,11.6,1.56
2025-10-24T18:00:00Z,Victoria,11.9,91,1.2,8.7,1.69
2025-10-24T19:00:00Z,Victoria,11.4,92,1.5,14.5,1.71
2025-10-24T20:00:00Z,Victoria,11.3,83,1.1,15.9,2.13
2025-10-24T21:00:00Z,Victoria,12.3,80,0,12.7,2.28
2025-10-24T22:00:00Z,Victoria,12,77,0,14.8,2.24
2025-10-24T23:00:00Z,Victoria,11.8,81,0,10,2.22
2025-10-25T00:00:00Z,Victoria,11.1,81,0,7.4,2.16
2025-10-25T01:00:00Z,Victoria,10.5,81,0,3.3,2.12
2025-10-25T02:00:00Z,Victoria,10,84,0,13.7,2.09
2025-10-25T03:00:00Z,Victoria,9.4,89,2.2,11.5,2.11
2025-10-25T04:00:00Z,Victoria,8.6,94,0,7.6,2.17
2025-10-25T05:00:00Z,Victoria,7.9,88,0,9.4,1.94
2025-10-25T06:00:00Z,Victoria,7.5,84,0,4.6,1.78
2025-10-25T07:00:00Z,Victoria,7.3,83,0,6,1.73
2025-10-25T08:00:00Z,Victoria,7.5,90,0,11,2
2025-10-25T09:00:00Z,Victoria,7.2,89,0,6.6,1.4
2025-10-25T10:00:00Z,Victoria,7.3,86,0,10.4,1.42
2025-10-25T11:00:00Z,Victoria,7.8,86,0,14.4,1.43
2025-10-20T01:00:00Z,Ottawa,20.6,52,0,15.4,2.98
2025-10-20T02:00:00Z,Ottawa,20.8,52,0,17.3,2.96
2025-10-20T03:00:00Z,Ottawa,21.4,52,0,16.9,3.04
2025-10-20T04:00:00Z,Ottawa,21.3,56,0,14.3,3.12
2025-10-20T05:00:00Z,Ottawa,20.8,54,0,14.2,3.22
2025-10-20T06:00:00Z,Ottawa,19.2,65,0,10.8,3.11
2025-10-20T07:00:00Z,Ottawa,17.5,79,0,10.1,2.95
2025-10-20T08:00:00Z,Ottawa,17.1,78,0,7.2,2.7
2025-10-20T09:00:00Z,Ottawa,16.1,87,0.5,3.8,2.55
2025-10-20T10:00:00Z,Ottawa,15,97,2.8,3.3,2.38
2025-10-20T11:00:00Z,Ottawa,14.8,97,1.9,1.1,2.31
2025-10-20T12:00:00Z,Ottawa,14.9,96,0.5,0.5,2.29
2025-10-20T13:00:00Z,Ottawa,15.1,96,0.9,5.6,2.32
2025-10-20T14:00:00Z,Ottawa,15.3,94,0,6.1,2.31
2025-10-20T15:00:00Z,Ottawa,15.5,91,0.1,4.6,2.26
2025-10-20T16:00:00Z,Ottawa,14.9,95,0,11.4,2.11
2025-10-20T17:00:00Z,Ottawa,13.7,91,0,15.5,1.61
2025-10-20T18:00:00Z,Ottawa,13.3,91,0,13.7,1.16
2025-10-20T19:00:00Z,Ottawa,12.2,94,2,13,1
2025-10-20T20:00:00Z,Ottawa,12.1,93,5.1,13.8,1
2025-10-20T21:00:00Z,Ottawa,11.6,92,2.8,16.5,1
2025-10-20T22:00:00Z,Ottawa,11.4,89,0.7,17.6,1.01
2025-10-20T23:00:00Z,Ottawa,11.1,86,0.9,18.8,1.18
2025-10-21T00:00:00Z,Ottawa,10.8,86,0,19.1,1.31
2025-10-21T01:00:00Z,Ottawa,10.6,82,0,17.9,1.4
2025-10-21T02:00:00Z,Ottawa,10.1,84,0,18,1.45
2025-10-21T03:00:00Z,Ottawa,9.9,80,0,21.2,1.51
2025-10-21T04:00:00Z,Ottawa,10,80,0,9.3,1.55
2025-10-21T05:00:00Z,Ottawa,9.7,84,0,9.8,1.57
2025-10-21T06:00:00Z,Ottawa,9.7,85,0,11.6,1.6
2025-10-21T07:00:00Z,Ottawa,9.7,86,0,8.3,1.52
2025-10-21T08:00:00Z,Ottawa,9.7,85,0,10.4,1.39
2025-10-21T09:00:00Z,Ottawa,9.4,86,0,10.5,1.24
2025-10-21T10:00:00Z,Ottawa,8.8,87,0.1,14,1.17
2025-10-21T11:00:00Z,Ottawa,8.4,84,0,13,1.21
2025-10-21T12:00:00Z,Ottawa,7.9,83,0,11,1.28
2025-10-21T13:00:00Z,Ottawa,8,84,0,9.6,1.41
2025-10-21T14:00:00Z,Ottawa,8.9,75,0,10.9,1.44
2025-10-21T15:00:00Z,Ottawa,10.7,68,0,8.7,1.45
2025-10-21T16:00:00Z,Ottawa,12.2,61,0,9.9,1.48
2025-10-21T17:00:00Z,Ottawa,13.6,58,0,12.5,1.56
2025-10-21T18:00:00Z,Ottawa,14.2,57,0,8.3,1.65
2025-10-21T19:00:00Z,Ottawa,14.1,58,0,10,1.68
2025-10-21T20:00:00Z,Ottawa,13.4,64,0,8,1.69
2025-10-21T21:00:00Z,Ottawa,12.6,67,0,6.1,1.72
2025-10-21T22:00:00Z,Ottawa,11.7,78,0,5.4,1.8
2025-10-21T23:00:00Z,Ottawa,11.2,83,0,5.8,1.9
2025-10-22T00:00:00Z,Ottawa,11.1,82,0,2.3,1.94
2025-10-22T01:00:00Z,Ottawa,11.3,81,0,0.8,1.92
2025-10-22T02:00:00Z,Ottawa,10.4,79,0,1.6,1.86
2025-10-22T03:00:00Z,Ottawa,9.9,86,0,1.1,1.86
2025-10-22T04:00:00Z,Ottawa,9.2,85,0,2.6,1.86
2025-10-22T05:00:00Z,Ottawa,8.3,89,0,5.6,1.79
2025-10-22T06:00:00Z,Ottawa,7.8,90,0,3.1,1.62
2025-10-22T07:00:00Z,Ottawa,7.6,93,0,2.9,1.44
2025-10-22T08:00:00Z,Ottawa,7.3,93,0,3.4,1.34
2025-10-22T09:00:00Z,Ottawa,7.3,93,0,5.2,1.31
2025-10-22T10:00:00Z,Ottawa,7.8,95,0,4.1,1.31
2025-10-22T11:00:00Z,Ottawa,7.2,97,0,4.6,1.3
2025-10-22T12:00:00Z,Ottawa,7.9,99,0,8,1.33
2025-10-22T13:00:00Z,Ottawa,8.9,93,0,4.7,1.41
2025-10-22T14:00:00Z,Ottawa,9.7,87,0,9.4,1.52
2025-10-22T15:00:00Z,Ottawa,9.4,88,0,4.5,1.65
2025-10-22T16:00:00Z,Ottawa,9.9,86,0,6.6,1.75
2025-10-22T17:00:00Z,Ottawa,10.6,87,0.2,7.5,1.88
2025-10-22T18:00:00Z,Ottawa,10.9,83,0,9.8,2
2025-10-22T19:00:00Z,Ottawa,10.5,87,0,8,2.07
2025-10-22T20:00:00Z,Ottawa,11.1,79,0.1,10,2.07
2025-10-22T21:00:00Z,Ottawa,11.1,78,0,6.9,1.97
2025-10-22T22:00:00Z,Ottawa,10.6,79,0,5.4,1.91
2025-10-22T23:00:00Z,Ottawa,9.2,77,0,9.8,1.83
2025-10-23T00:00:00Z,Ottawa,8.2,81,0,7.8,1.71
2025-10-23T01:00:00Z,Ottawa,7.2,88,0,2.5,1.55
2025-10-23T02:00:00Z,Ottawa,6.7,87,0,3,1.43
2025-10-23T03:00:00Z,Ottawa,6.5,88,0,6.2,1.4
2025-10-23T04:00:00Z,Ottawa,6.3,92,0,5.8,1.4
2025-10-23T05:00:00Z,Ottawa,6.2,93,0,5,1.43
2025-10-23T06:00:00Z,Ottawa,5.9,92,0,2.6,1.41
2025-10-23T07:00:00Z,Ottawa,5.8,92,0,2.7,1.36
2025-10-23T08:00:00Z,Ottawa,6.7,95,0,4.9,1.27
2025-10-23T09:00:00Z,Ottawa,7.1,95,0,6.5,1.2
2025-10-23T10:00:00Z,Ottawa,7.1,94,0,3.9,1.16
2025-10-23T11:00:00Z,Ottawa,7.1,94,0,6.2,1.16
2025-10-23T12:00:00Z,Ottawa,7.2,93,0,5.1,1.16
2025-10-23T13:00:00Z,Ottawa,7.4,90,0,11.1,1.2
2025-10-23T14:00:00Z,Ottawa,7.9,93,0,10.6,1.24
2025-10-23T15:00:00Z,Ottawa,8.3,92,0,9.2,1.26
2025-10-23T16:00:00Z,Ottawa,7.9,91,0,7.9,1.25
2025-10-23T17:00:00Z,Ottawa,8.7,89,0.1,9.9,1.23
2025-10-23T18:00:00Z,Ottawa,10,80,0,12.4,1.19
2025-10-23T19:00:00Z,Ottawa,9.7,83,0,13.8,1.11
2025-10-23T20:00:00Z,Ottawa,9.5,76,0,15.8,1.11
2025-10-23T21:00:00Z,Ottawa,9.3,73,0,13.7,1.17
2025-10-23T22:00:00Z,Ottawa,8.1,74,0,9,1.29
2025-10-23T23:00:00Z,Ottawa,7.5,77,0,5.9,1.34
2025-10-24T00:00:00Z,Ottawa,6.6,80,0,4.8,1.33
2025-10-24T01:00:00Z,Ottawa,6,77,0,5.8,1.4
2025-10-24T02:00:00Z,Ottawa,4.9,82,0,2.3,1.39
2025-10-24T03:00:00Z,Ottawa,4.1,87,0,2.5,1.38
2025-10-24T04:00:00Z,Ottawa,3.7,88,0,3.5,1.24
2025-10-24T05:00:00Z,Ottawa,3.6,91,0,4.8,1.23
2025-10-24T06:00:00Z,Ottawa,3.5,90,0,4.5,1.18
2025-10-24T07:00:00Z,Ottawa,3.6,91,0,5.8,1.19
2025-10-24T08:00:00Z,Ottawa,3.6,91,0,2.8,1.13
2025-10-24T09:00:00Z,Ottawa,3.5,87,0,3.6,1.14
2025-10-24T10:00:00Z,Ottawa,4.2,86,0,2.7,1.09
2025-10-24T11:00:00Z,Ottawa,3.5,87,0,4.3,1.12
2025-10-24T12:00:00Z,Ottawa,3.6,90,0,4.7,1.2
2025-10-24T13:00:00Z,Ottawa,4.9,91,0,5,1.31
2025-10-24T14:00:00Z,Ottawa,5.6,84,0.1,9,1.33
2025-10-24T15:00:00Z,Ottawa,6.9,76,0,8.5,1.24
2025-10-24T16:00:00Z,Ottawa,7.2,72,0,10.3,1.17
2025-10-24T17:00:00Z,Ottawa,8,70,0,8.8,1.14
2025-10-24T18:00:00Z,Ottawa,8.2,69,0,11.4,1.17
2025-10-24T19:00:00Z,Ottawa,8.5,66,0,12,1.2
2025-10-24T20:00:00Z,Ottawa,8.3,64,0,12.7,1.22
2025-10-24T21:00:00Z,Ottawa,7.6,64,0,11.9,1.19
2025-10-24T22:00:00Z,Ottawa,6.7,67,0,8,1.12
2025-10-24T23:00:00Z,Ottawa,6.2,68,0,5.1,1.05
2025-10-25T00:00:00Z,Ottawa,6.2,68,0,6.5,1
2025-10-25T01:00:00Z,Ottawa,5.9,73,0,5.2,1
2025-10-25T02:00:00Z,Ottawa,5.6,79,0,5.6,1
2025-10-25T03:00:00Z,Ottawa,5.7,80,0,6.2,1
2025-10-25T04:00:00Z,Ottawa,5.5,78,0,5,1
2025-10-25T05:00:00Z,Ottawa,5.2,80,0,5.4,1
2025-10-25T06:00:00Z,Ottawa,5,83,0,5.9,1
2025-10-25T07:00:00Z,Ottawa,4.7,83,0,3.5,1
2025-10-25T08:00:00Z,Ottawa,4.3,82,0,4.2,1
2025-10-25T09:00:00Z,Ottawa,3.6,87,0,5.2,1
2025-10-25T10:00:00Z,Ottawa,2.9,89,0,4.2,1
2025-10-25T11:00:00Z,Ottawa,2.1,90,0,4.8,1
2025-10-25T12:00:00Z,Ottawa,1.9,90,0,4.9,1
2025-10-25T13:00:00Z,Ottawa,4,88,0,6.5,1.05
2025-10-25T14:00:00Z,Ottawa,5.8,79,0,7.6,1.13
2025-10-25T15:00:00Z,Ottawa,7,75,0,10.9,1.11
2025-10-25T16:00:00Z,Ottawa,7.6,71,0,12.3,1.11
2025-10-25T17:00:00Z,Ottawa,8.2,64,0,12.6,1.1
2025-10-25T18:00:00Z,Ottawa,8.8,59,0,13.4,1.18
2025-10-25T19:00:00Z,Ottawa,8.1,55,0,10.2,1.26
2025-10-25T20:00:00Z,Ottawa,8.2,54,0,8.4,1.33
2025-10-25T21:00:00Z,Ottawa,7.6,55,0,7.6,1.41
2025-10-25T22:00:00Z,Ottawa,6.6,53,0,7.3,1.49
2025-10-25T23:00:00Z,Ottawa,5.4,56,0,6.5,1.54
2025-10-26T00:00:00Z,Ottawa,4.4,62,0,6.3,1.59
2025-10-26T01:00:00Z,Ottawa,3.6,68,0,3.6,1.63
2025-10-26T02:00:00Z,Ottawa,3,75,0,2.2,1.61
2025-10-26T03:00:00Z,Ottawa,2.2,79,0,5.5,1.59
2025-10-26T04:00:00Z,Ottawa,1.5,87,0,4.5,1.54
2025-10-26T05:00:00Z,Ottawa,0.9,86,0,3.5,1.48
2025-10-26T06:00:00Z,Ottawa,0.7,86,0,2.2,1.31
2025-10-26T07:00:00Z,Ottawa,0.5,86,0,1.8,1.15
2025-10-26T08:00:00Z,Ottawa,0.4,88,0,1.5,1.05
2025-10-26T09:00:00Z,Ottawa,0.3,89,0,6.2,1.04
2025-10-26T10:00:00Z,Ottawa,0.6,89,0,7.4,1.03
2025-10-26T11:00:00Z,Ottawa,0.9,86,0,5.5,1.02
2025-10-26T12:00:00Z,Ottawa,1.1,83,0,4.6,1.02
2025-10-26T13:00:00Z,Ottawa,2.8,90,0,6.2,1.02
2025-10-26T14:00:00Z,Ottawa,3.9,84,0,9.9,1.08
2025-10-26T15:00:00Z,Ottawa,5.2,73,0,10.8,1.17
2025-10-26T16:00:00Z,Ottawa,6.3,65,0,7.9,1.27
2025-10-26T17:00:00Z,Ottawa,6.5,64,0,8.3,1.32
2025-10-26T18:00:00Z,Ottawa,7.2,61,0,7.6,1.33
2025-10-26T19:00:00Z,Ottawa,7.6,61,0,5.6,1.37
2025-10-26T20:00:00Z,Ottawa,7.3,58,0,8.9,1.4
2025-10-26T21:00:00Z,Ottawa,7,61,0,8.7,1.43
2025-10-26T22:00:00Z,Ottawa,5.9,57,0,7.7,1.47
2025-10-26T23:00:00Z,Ottawa,4.4,63,0,5.7,1.52
2025-10-27T00:00:00Z,Ottawa,3.6,66,0,3.5,1.6
